,年齡層,道路型態,車種,事故型態,群
3057,0,單路部分,機車,A2,1
3058,1,單路部分,小客車,A2,3
3059,2,交岔路,小客車,A2,2
3060,0,交岔路,小客車,A2,2
3061,1,交岔路,小客車,A2,2
3062,2,交岔路,機車,A2,0
3063,1,單路部分,小客車,A2,3
3064,1,交岔路,小貨車(含客、貨兩用),A2,2
3065,1,交岔路,小客車,A2,2
3066,1,交岔路,小客車,A2,2
3067,1,交岔路,機車,A2,0
3068,0,交岔路,小客車,A2,2
3069,1,單路部分,機車,A2,1
3070,2,交岔路,機車,A2,0
3071,1,單路部分,小貨車(含客、貨兩用),A2,3
3072,2,交岔路,機車,A2,0
3073,1,單路部分,機車,A2,1
3074,0,交岔路,機車,A2,0
3075,0,單路部分,小客車,A2,3
3076,1,交岔路,機車,A2,0
3077,1,交岔路,小貨車(含客、貨兩用),A2,2
3078,1,交岔路,小客車,A2,2
3079,0,單路部分,機車,A2,1
3080,0,單路部分,機車,A2,1
3081,0,單路部分,小客車,A2,3
3082,1,交岔路,機車,A2,0
3083,0,交岔路,機車,A2,0
3084,0,交岔路,機車,A2,0
3085,0,單路部分,機車,A2,1
3086,1,交岔路,機車,A2,0
3087,0,交岔路,機車,A2,0
3088,1,交岔路,慢車,A2,2
3089,1,交岔路,機車,A2,0
3090,0,單路部分,機車,A2,1
3091,2,單路部分,機車,A2,1
3092,1,交岔路,小客車,A2,2
3093,0,單路部分,機車,A2,1
3094,1,單路部分,小客車,A2,3
3095,1,單路部分,機車,A2,1
3096,2,單路部分,機車,A2,1
3097,0,單路部分,機車,A2,1
3098,1,交岔路,小客車,A2,2
3099,1,單路部分,小客車,A2,3
3100,0,單路部分,機車,A2,1
3101,0,單路部分,機車,A2,1
3102,1,交岔路,小客車,A2,2
3103,1,單路部分,機車,A2,1
3104,1,交岔路,機車,A2,0
3105,2,交岔路,小客車,A2,2
3106,1,單路部分,機車,A2,1
3107,2,交岔路,機車,A2,0
3108,1,單路部分,機車,A2,1
3109,0,單路部分,機車,A2,1
3110,2,交岔路,機車,A2,0
3111,1,單路部分,小客車,A2,3
3112,0,交岔路,機車,A2,0
3113,1,單路部分,機車,A2,1
3114,2,單路部分,小客車,A2,3
3115,2,單路部分,機車,A2,1
3116,2,交岔路,小客車,A2,2
3117,1,單路部分,小客車,A2,3
3118,0,單路部分,機車,A2,1
3119,1,單路部分,機車,A2,1
3120,0,交岔路,機車,A2,0
3121,1,單路部分,機車,A2,1
3122,0,單路部分,小貨車(含客、貨兩用),A2,3
3123,1,交岔路,機車,A2,0
3124,0,交岔路,小客車,A2,2
3125,1,交岔路,機車,A2,0
3126,0,交岔路,機車,A2,0
3127,0,單路部分,機車,A2,1
3128,1,交岔路,機車,A2,0
3129,1,交岔路,機車,A2,0
3130,1,交岔路,小客車,A2,2
3131,2,交岔路,小客車,A2,2
3132,1,交岔路,機車,A2,0
3133,1,單路部分,小貨車(含客、貨兩用),A2,3
3134,0,交岔路,小客車,A2,2
3135,0,交岔路,小客車,A2,2
3136,0,交岔路,機車,A2,0
3137,2,交岔路,機車,A2,0
3138,0,交岔路,機車,A2,0
3139,0,交岔路,機車,A2,0
3140,0,交岔路,機車,A2,0
3141,1,交岔路,小貨車(含客、貨兩用),A2,2
3142,1,交岔路,機車,A2,0
3143,1,交岔路,小客車,A2,2
3144,0,交岔路,小客車,A2,2
3145,1,單路部分,小客車,A2,3
3146,1,交岔路,機車,A2,0
3147,1,單路部分,小貨車(含客、貨兩用),A2,3
3148,1,交岔路,機車,A2,0
3149,1,單路部分,機車,A2,1
3150,1,交岔路,機車,A2,0
3151,2,交岔路,機車,A2,0
3152,2,交岔路,機車,A2,0
3153,0,交岔路,小客車,A2,2
3154,2,交岔路,機車,A2,0
3155,0,交岔路,機車,A2,0
3156,1,單路部分,機車,A2,1
3157,2,交岔路,慢車,A2,2
3158,1,單路部分,機車,A2,1
3159,2,單路部分,,A2,1
3160,0,交岔路,小客車,A2,2
3161,1,交岔路,機車,A2,0
3162,1,交岔路,機車,A2,0
3163,1,交岔路,小客車,A2,2
3164,1,交岔路,機車,A2,0
3165,2,單路部分,機車,A2,1
3166,0,單路部分,機車,A2,1
3167,2,交岔路,機車,A2,0
3168,1,交岔路,小客車,A2,2
3169,1,交岔路,機車,A2,0
3170,0,交岔路,機車,A2,0
3171,1,單路部分,機車,A2,1
3172,2,單路部分,機車,A2,1
3173,0,單路部分,機車,A2,1
3174,2,單路部分,小客車,A2,3
3175,1,單路部分,機車,A2,1
3176,1,交岔路,機車,A2,0
3177,1,單路部分,機車,A2,1
3178,2,交岔路,慢車,A2,2
3179,0,交岔路,機車,A2,0
3180,0,單路部分,機車,A2,1
3181,0,單路部分,機車,A2,1
3182,2,交岔路,小客車,A2,2
3183,1,單路部分,小貨車(含客、貨兩用),A2,3
3184,1,交岔路,機車,A2,0
3185,2,交岔路,小客車,A2,2
3186,1,單路部分,機車,A2,1
3187,0,交岔路,機車,A2,0
3188,0,單路部分,機車,A2,1
3189,1,交岔路,小貨車(含客、貨兩用),A2,2
3190,2,交岔路,機車,A2,0
3191,0,交岔路,機車,A2,0
3192,1,交岔路,機車,A2,0
3193,0,交岔路,機車,A2,0
3194,1,交岔路,機車,A2,0
3195,1,交岔路,小客車,A2,2
3196,0,交岔路,機車,A2,0
3197,0,交岔路,機車,A2,0
3198,1,交岔路,小客車,A2,2
3199,1,交岔路,機車,A2,0
3200,0,交岔路,機車,A2,0
3201,1,交岔路,小客車,A2,2
3202,1,交岔路,小客車,A2,2
3203,0,交岔路,機車,A2,0
3204,0,交岔路,機車,A2,0
3205,1,交岔路,機車,A2,0
3206,1,單路部分,機車,A2,1
3207,1,交岔路,機車,A2,0
3208,1,交岔路,小客車,A2,2
3209,1,單路部分,半聯結車,A2,1
3210,1,單路部分,機車,A2,1
3211,1,單路部分,小客車,A2,3
3212,2,交岔路,機車,A2,0
3213,1,交岔路,機車,A2,0
3214,2,交岔路,機車,A2,0
3215,1,單路部分,機車,A2,1
3216,0,交岔路,機車,A2,0
3217,0,單路部分,小客車,A2,3
3218,0,交岔路,小客車,A2,2
3219,0,交岔路,機車,A2,0
3220,1,交岔路,機車,A2,0
3221,1,交岔路,小客車,A2,2
3222,0,交岔路,小客車,A2,2
3223,1,交岔路,小客車,A2,2
3224,1,單路部分,機車,A2,1
3225,2,單路部分,機車,A2,1
3226,1,交岔路,機車,A2,0
3227,0,交岔路,機車,A2,0
3228,1,單路部分,機車,A2,1
3229,1,交岔路,機車,A2,0
3230,1,交岔路,小客車,A2,2
3231,1,交岔路,機車,A2,0
3232,0,交岔路,機車,A2,0
3233,2,交岔路,機車,A2,0
3234,0,單路部分,機車,A2,1
3235,1,交岔路,機車,A2,0
3236,1,交岔路,小客車,A2,2
3237,1,交岔路,機車,A2,0
3238,1,交岔路,機車,A2,0
3239,2,交岔路,機車,A2,0
3240,2,交岔路,小客車,A2,2
3241,1,交岔路,小客車,A2,2
3242,1,單路部分,小客車,A2,3
3243,0,交岔路,機車,A2,0
3244,1,交岔路,小客車,A2,2
3245,1,單路部分,小客車,A2,3
3246,0,交岔路,機車,A2,0
3247,1,單路部分,小客車,A2,3
3248,1,交岔路,小客車,A2,2
3249,2,交岔路,小客車,A2,2
3250,1,交岔路,小客車,A2,2
3251,1,單路部分,機車,A2,1
3252,1,交岔路,小客車,A2,2
3253,2,單路部分,機車,A2,1
3254,0,交岔路,機車,A2,0
3255,2,單路部分,小客車,A2,3
3256,0,交岔路,慢車,A2,2
3257,2,單路部分,機車,A2,1
3258,0,單路部分,機車,A2,1
3259,2,交岔路,機車,A2,0
3260,1,交岔路,小客車,A2,2
3261,1,交岔路,機車,A2,0
3262,0,交岔路,機車,A2,0
3263,2,交岔路,機車,A2,0
3264,2,交岔路,慢車,A2,2
3265,1,單路部分,小貨車(含客、貨兩用),A2,3
3266,0,交岔路,機車,A2,0
3267,1,交岔路,小貨車(含客、貨兩用),A2,2
3268,2,交岔路,,A2,0
3269,1,單路部分,機車,A2,1
3270,1,交岔路,小客車,A2,2
3271,1,交岔路,小客車,A2,2
3272,0,單路部分,小客車,A2,3
3273,2,單路部分,機車,A2,1
3274,0,單路部分,小客車,A2,3
3275,1,單路部分,小客車,A2,3
3276,1,單路部分,機車,A2,1
3277,1,單路部分,機車,A2,1
3278,1,交岔路,機車,A2,0
3279,1,交岔路,機車,A2,0
3280,1,交岔路,小貨車(含客、貨兩用),A2,2
3281,2,單路部分,小客車,A2,3
3282,1,交岔路,小客車,A2,2
3283,1,交岔路,小客車,A2,2
3284,1,單路部分,機車,A2,1
3285,0,交岔路,機車,A2,0
3286,1,交岔路,機車,A2,0
3287,1,單路部分,機車,A2,1
3288,0,單路部分,機車,A2,1
3289,1,交岔路,機車,A2,0
3290,2,交岔路,機車,A2,0
3291,1,單路部分,小客車,A2,3
3292,1,交岔路,小貨車(含客、貨兩用),A2,2
3293,1,交岔路,機車,A2,0
3294,2,單路部分,,A2,1
3295,1,交岔路,機車,A2,0
3296,0,交岔路,機車,A2,0
3297,0,單路部分,機車,A2,1
3298,0,交岔路,機車,A2,0
3299,1,交岔路,小客車,A2,2
3300,2,單路部分,,A2,1
3301,0,交岔路,機車,A2,0
3302,2,交岔路,小客車,A2,2
3303,0,單路部分,機車,A2,1
3304,1,交岔路,機車,A2,0
3305,0,單路部分,機車,A2,1
3306,2,單路部分,,A2,1
3307,0,交岔路,機車,A2,0
3308,0,交岔路,機車,A2,0
3309,1,交岔路,小客車,A2,2
3310,0,單路部分,機車,A2,1
3311,1,交岔路,小客車,A2,2
3312,2,交岔路,機車,A2,0
3313,0,交岔路,機車,A2,0
3314,1,單路部分,機車,A2,1
3315,2,交岔路,,A2,0
3316,1,交岔路,機車,A2,0
3317,0,交岔路,機車,A2,0
3318,0,交岔路,小客車,A2,2
3319,0,交岔路,機車,A2,0
3320,1,交岔路,機車,A2,0
3321,1,交岔路,機車,A2,0
3322,1,交岔路,機車,A2,0
3323,2,單路部分,機車,A2,1
3324,0,交岔路,機車,A2,0
3325,1,交岔路,小客車,A2,2
3326,1,交岔路,機車,A2,0
3327,1,單路部分,機車,A2,1
3328,1,交岔路,小貨車(含客、貨兩用),A2,2
3329,0,交岔路,機車,A2,0
3330,1,交岔路,機車,A2,0
3331,0,交岔路,機車,A2,0
3332,1,交岔路,機車,A2,0
3333,0,交岔路,小客車,A2,2
3334,1,交岔路,機車,A2,0
3335,1,交岔路,機車,A2,0
3336,0,單路部分,機車,A2,1
3337,1,交岔路,小客車,A2,2
3338,2,交岔路,機車,A2,0
3339,2,交岔路,機車,A2,0
3340,2,交岔路,機車,A2,0
3341,2,交岔路,小客車,A2,2
3342,0,交岔路,機車,A2,0
3343,2,單路部分,機車,A2,1
3344,1,單路部分,機車,A2,1
3345,0,交岔路,機車,A2,0
3346,0,交岔路,機車,A2,0
3347,1,單路部分,機車,A2,1
3348,1,交岔路,機車,A2,0
3349,1,交岔路,機車,A1,0
3350,2,交岔路,小客車,A1,2
3351,1,單路部分,小客車,A1,3
3352,1,交岔路,小客車,A1,2
3353,1,交岔路,機車,A1,0
3354,1,交岔路,慢車,A1,2
3355,1,交岔路,小客車,A1,2
3356,2,交岔路,機車,A1,0
3357,1,單路部分,大貨車,A1,1
3358,0,單路部分,人,A1,3
3359,0,交岔路,機車,A1,0
3360,0,交岔路,小客車,A1,2
3361,1,交岔路,小客車,A1,2
